ADID,CreativeUrl,Currency Code,Spend,Impressions,StartDate,EndDate,OrganizationName,PayingAdvertiserName,Gender,AgeBracket,CountryCode,,,,,,,,,
6bf6eca7297551f35a5d17b478cedb6683a75c2f9b9b0087c4086c6f4f5361a5,https://www.snap.com/political-ads/asset/27e1c58d0bdf6aae51b86bde46566ac602bdd8d88429959e7469c567b37db4c0?mediaType=mp4,USD,4361,397340,2018/10/18 15:45:57Z,2018/11/06 23:00:00Z,Bully Pulpit Interactive,NextGen America,,18-34,united states,,,,,,,,,
7b26bcbece53fafbaba90bb24fe1f1cbda655f07bdaf1f7a64b5d1567c9884b3,https://www.snap.com/political-ads/asset/d936787c6e588fd53ca1fb9a64a336aa425a85da34203caa16d6d6a07689ac20?mediaType=mp4,USD,5667,1848261,2018/10/22 14:23:19Z,2018/11/06 15:17:39Z,Ohio Democratic Party,The Ohio Democratic Party,FEMALE,18-23,united states,,,,,,,,,
0d122d73d45db337f6f5fcb07a7ff9c69e99b559f99e0a98dee2e8ed9ddeb89d,https://www.snap.com/political-ads/asset/90469d570baefa6ff54524a9500cada2de264c19ce69c509ae0d308f526b1a5b?mediaType=mp4,EUR,705,665106,2018/12/12 09:25:31Z,2018/12/18 22:59:59Z,Jalt,Amnesty International NL,,18+,netherlands,,,,,,,,,
fb2c3bd2e5e877a47479930a960de6a5cd5fc42a99d37197d6969f486b357384,https://www.snap.com/political-ads/asset/54efb223d3cffb5806f93cd458a4136533f1603f2d123b1213819ac5ed56d7ec?mediaType=png,USD,1522,886690,2018/10/05 01:28:05Z,2018/11/07 00:00:00Z,Lockwood Strategy,Change Now,,,united states,,,,,,,,,
9ef31071d90129e35a582d07fb50b21f40e98235e80d005b1d6a934473e24942,https://www.snap.com/political-ads/asset/78f069b28914e8cb099c608a4a426713ba3f3014dd5551af72aaf330dd61b7ca?mediaType=mp4,USD,2360,311317,2018/10/17 15:00:00Z,2018/11/07 04:00:00Z,Democratic Congressional Campaign Committee,DCCC,,18+,united states,,,,,,,,,
cdd0163ab7f10c4bfba7ac237986eb85a48e9d452323102250c50627cde4feef,https://www.snap.com/political-ads/asset/d57b6fb6b0c6831b5bb26915878313035a41cd49095ee96b9a559d8b6c61c029?mediaType=mp4,USD,2499,1110812,2018/09/13 22:15:38Z,2018/09/24 06:59:59Z,ACRONYM,Likewise Media,,18+,united states,,,,,,,,,
19c7954a32ef37f11390e5df7e5c3e18c3aec2311e315047ffa51ad91ca1ec73,https://www.snap.com/political-ads/asset/4b9c03f750b116aea446c56734edd1f4b3648819bfd61bd84caf83b631d001ab?mediaType=mp4,USD,890,893164,2018/10/26 19:13:25Z,2018/10/31 19:13:25Z,Güd Marketing,Block Asian Carp,,,united states,,,,,,,,,
f167c8f664fb9b89a9f7e297849aefe645334af13c1535224207f91a9cd1b9eb,https://www.snap.com/political-ads/asset/6bfcd2d71d1a50bf43c64f4510b97231bc716db3accc1b539f00ec6d1b66aaf9?mediaType=png,USD,50,7131,2018/10/28 17:58:01Z,2018/11/06 22:59:59Z,Mothership Strategies,Progressive Turnout Project,,18+,united states,,,,,,,,,
03dc77026afe9e6e03b67ea889ae3e644c1da19864dcdd30ae203482163259ee,https://www.snap.com/political-ads/asset/eb61aaedbdad03167a3588067225b9cc9c140f3a8db64e3e3d7f148072ae333a?mediaType=mp4,USD,513,300603,2018/08/31 23:23:28Z,2018/10/01 06:59:59Z,"M&R Strategic Services, Inc.",Planned Parenthood,FEMALE,,united states,,,,,,,,,
1435f62229732a776b7fa3ec5ab0967d7362a1b95931977e141933b1da1c345a,https://www.snap.com/political-ads/asset/3e31815356a87e0aa7a11fd4541a4786df52f0e8d9622180480105655bddd9d5?mediaType=mp4,USD,4633,1380406,2018/10/29 00:34:10Z,2018/11/07 01:00:00Z,"Aisle 518 Strategies, LLC",Friends of Chris Murphy,,18+,united states,,,,,,,,,
cee4ef18b7f89fcaee7a276cdb21c1cbbf11efc1f55305e1df1e8f444fea7ae7,https://www.snap.com/political-ads/asset/e1b1d0b252522836ab942422a7cd3065f87f9f9996ffd9a462c54c3e81f39048?mediaType=png,USD,315,93493,2018/09/25 04:00:00Z,2018/09/26 03:59:59Z,ACRONYM,Our Lives Our Vote,,18-28,united states,,,,,,,,,
b1a962fa9d58b212de58c77358d5a95d02b92220cc01c10e1b642b79ad0db14c,https://www.snap.com/political-ads/asset/b3fba4e2a75cb654d5c8b6e5a9135ab6280547e0e1738f0ab38c9578b36bf16a?mediaType=mp4,CAD,318,178223,2018/07/20 23:09:54Z,2018/09/04 03:59:00Z,The Aber Group,Plan International Canada,FEMALE,,canada,,,,,,,,,
7bb3f9ddcafb4d315c990900705bfdfdd905c46c321b853ef9cdde12e5b3fc0c,https://www.snap.com/political-ads/asset/ca292370791714055ec9cfa91242ba2494493ef956e06adb6971448785ee7944?mediaType=mp4,USD,82,18729,2018/11/04 12:00:00Z,2018/11/07 02:00:00Z,Nebraska State Education Association,NSEA,,18+,united states,,,,,,,,,
1d7afc7cef2b43704591d456c935ea04e51d6835628eb51d2082fb70a3e717f0,https://www.snap.com/political-ads/asset/184e26c36589261ae6348a6f7aed70403a2ed8c8a40637045e27e004f690c8d0?mediaType=png,USD,12,2904,2018/11/02 22:47:04Z,2018/11/07 01:00:00Z,Mothership Strategies,Voto Latino,,18+,united states,,,,,,,,,
0d29013171b81cab95dda38ef728245791fda62edd62e28b9be2b1a7f0b02355,https://www.snap.com/political-ads/asset/6bfcd2d71d1a50bf43c64f4510b97231bc716db3accc1b539f00ec6d1b66aaf9?mediaType=png,USD,40,4777,2018/10/30 17:58:01Z,2018/11/06 22:59:59Z,Mothership Strategies,Progressive Turnout Project,,18+,united states,,,,,,,,,
4d07b9d83ca5d1d06993d9c747a7e431e2f87957ef0833ee8d976b02e2f12502,https://www.snap.com/political-ads/asset/e0dc472e520496361f1b285b5ad7c71ff0e28f7001512ae121a58e303e892996?mediaType=jpg,USD,394,181087,2018/11/03 13:46:42Z,2018/11/06 18:00:00Z,Blueprint Interactive,Maryland Democratic Party,,18+,united states,,,,,,,,,
d52b74aaaafee4a18f46c61ab855cdf448e3dbf3f2f4a9f7233c1f55de574c9f,https://www.snap.com/political-ads/asset/a68ee74db1d0a7897f22a3296bc6e7a6bd935393229a4315b5d71a1565399874?mediaType=mp4,USD,2575,459303,2018/10/18 15:42:15Z,2018/11/06 23:00:00Z,Bully Pulpit Interactive,NextGen America,,18-34,united states,,,,,,,,,
a5b25f9833a1d71376239181e74a8b5f14f05d264d2e4310f4adc92d723198b7,https://www.snap.com/political-ads/asset/391eccddf086f7851e440f63b6d27ea75000afb96a5ea749a2d8fa2d6d620c70?mediaType=mp4,USD,999,463769,2018/09/22 19:07:20Z,2018/10/08 19:07:20Z,"Aisle 518 Strategies, LLC",Friends of Chris Murphy,,18+,united states,,,,,,,,,
a8a2068d3490286867fdecb322f4d4ccc10cbb9874580008a8e77f33432c4d7c,https://www.snap.com/political-ads/asset/444c345e59df6843842650d0695e3b1a26108eb8804dd70357dafb22bbbbc57e?mediaType=mp4,USD,571,51421,2018/10/18 20:13:02Z,2018/11/06 23:00:00Z,Bully Pulpit Interactive,NextGen America,,18-34,united states,,,,,,,,,
af4fd03826414533f0d957ce233f72ad794aec3b30ed3de30473dd72597da944,https://www.snap.com/political-ads/asset/c8feedd37098ccaf7aa5b9f5a4cf12a31304fc49c36b0197437ed32a8ab487db?mediaType=png,USD,65,24772,2018/10/22 14:31:41Z,2018/10/29 14:31:41Z,Friends For Sydney Batch,Friends for Sydney Batch,,18+,united states,,,,,,,,,
cea37a2ff1a80566068042eacf1b5fa73a20d49ef4954d2fa37f2b30872a1383,https://www.snap.com/political-ads/asset/3f85367033fe6fd8e1ffff9780a32f74d2cdc10ed8ad3223b77d1d2a9f0ce059?mediaType=mp4,USD,134,44081,2018/09/01 16:00:00Z,2018/10/01 06:59:00Z,"Do Something, Inc.",DoSomething.org,,18-20,united states,,,,,,,,,
ad196210394ae33426eacc77649600a60deedb56e3957e0b2e85c627df210070,https://www.snap.com/political-ads/asset/4f5b78fa7c75c4bc63126e3dd14d1e98d678d69eef9784f208cc8c1e4671dd40?mediaType=png,USD,132,16923,2018/10/28 17:58:01Z,2018/11/06 22:59:59Z,Mothership Strategies,Progressive Turnout Project,,18+,united states,,,,,,,,,
21d8fa5100ed265ae2b3b6a4642542f375a6efe9936ed568a0de869cb7e8521e,https://www.snap.com/political-ads/asset/6253f1ac5cf62a3cb84ec4cb50ffa26bdc63677646bfab0ddf40820aa1d45d9f?mediaType=mp4,USD,345,87750,2018/10/26 18:05:50Z,2018/11/06 22:00:00Z,ACRONYM,Knock The Vote,,18-34,united states,,,,,,,,,
b30c9d008f67f84a14dbb79166f4f1da04d27bea85b3e4f25fb9e2c0aa49046c,https://www.snap.com/political-ads/asset/60ab905984ee279d88e767e044502ccb059a729fb41010ccf3e9e175281f1a3f?mediaType=png,USD,203,94877,2018/09/28 20:33:08Z,,Chong and Koster,Everytown for Gun Safety AF,,,united states,,,,,,,,,
cc8e4d770fca2d73a51980851c2c615dafab64c8d20730e19f92d96711e21c97,https://www.snap.com/political-ads/asset/e1b1d0b252522836ab942422a7cd3065f87f9f9996ffd9a462c54c3e81f39048?mediaType=png,USD,68,17305,2018/09/25 07:00:00Z,2018/09/26 07:00:00Z,ACRONYM,Our Lives Our Vote,,18-28,united states,,,,,,,,,
be3533ffae768a4814b9364441ed74c4cee47fbcb791f61b5b6edce78a53f2f7,https://www.snap.com/political-ads/asset/d13beb6715c4f2ded0b35086c053e60e0553611496e2bf536274f6666a6c2c10?mediaType=mp4,USD,7497,3836896,2018/08/09 16:00:00Z,2018/11/16 17:00:00Z,Emmis Communcations,Make Good Decisions,,18-20,united states,,,,,,,,,
1f1ab192aa8cf2b1cd5daee80d42eed7f089b61a7a51ee3bf70e7b00076c7a67,https://www.snap.com/political-ads/asset/f4acfb78738fa5f17b2ea363c9ea54a027e76d746373b7d48948b9cbe80ebd7b?mediaType=mp4,USD,996,94458,2018/10/18 20:06:52Z,2018/11/06 23:00:00Z,Bully Pulpit Interactive,NextGen America,,18-34,united states,,,,,,,,,
7b0045de316ba576ce94a0485fbd58adb0effd2c97cc5cc81cda2ddf56afb05c,https://www.snap.com/political-ads/asset/eb9d0d17ad417bef52701ec64301bfb3b741c9aab040dfc2951664037e3793a8?mediaType=mp4,USD,228,81964,2018/10/05 06:26:19Z,,OpenPoll Inc,OpenPoll,,18+,united states,,,,,,,,,
780f77f31dd14c7e785b4d4786e170c885827581b4b04f9e677ead6051a26bb3,https://www.snap.com/political-ads/asset/3ffb9d5e29657beb003db65d2d7caaadb18bdaf51c19bb1fb9083ce301cd4cc5?mediaType=mov,USD,22,8008,2018/08/20 22:35:08Z,2018/09/30 21:59:27Z,Open Hand Media,Planned Parenthood,FEMALE,18+,united states,,,,,,,,,
c7b770ff287211e3261ca7b0a47416a7b2938cc219276e52906db490dd5e7b1b,https://www.snap.com/political-ads/asset/b84158caf07ec79c77bfd61636b45f9a9096064bb919538a85722aecddbc14d5?mediaType=mp4,USD,369,95996,2018/09/05 19:00:56Z,2018/10/17 06:30:00Z,Bully Pulpit Interactive,NextGen America,,18-34,united states,,,,,,,,,
d1d1cbae6bcf6112a44cbf0321249e0564dd18809d8a92243d21b7899d853b0a,https://www.snap.com/political-ads/asset/049d08ffd0d5642fa4254fb7482dd7baad0a62ee1f1ea60ebe712160a7df0f33?mediaType=mov,USD,1147,307473,2018/10/15 15:35:18Z,2018/10/23 06:30:21Z,Open Hand Media,PPOSBC Community Action Fund PAC,,18-25,united states,,,,,,,,,
f88f4bf11411086e2ba8e0e4caf3bd39a8edfd0acfdfecd663a30597fa223abc,https://www.snap.com/political-ads/asset/5cb9f232eb1fc9dac1567aa3bb4d4f6fd01f7e21bc2e9823903124bf4cdfe5cb?mediaType=png,USD,58,11954,2018/09/28 23:10:14Z,2018/10/19 03:50:00Z,Chong and Koster,Voter Participation Center,FEMALE,18+,united states,,,,,,,,,
af356030196db4dd34a26c287be988a45ec9a8772b598a900340b8e7bbc39503,https://www.snap.com/political-ads/asset/f6384a5dd88e4c6802a6e4d9d64012a4fbe207d826d19586f405cf9081598121?mediaType=png,USD,304,84006,2018/10/01 21:05:16Z,,Mothership Strategies,Voto Latino,,18-25,united states,,,,,,,,,
441c4533b970db211931d1979b065bb7adf7cffa958175ce7ca1ee38012c7746,https://www.snap.com/political-ads/asset/b82ce7782de8fbf0cf105745c536a0360c6180ebe0adba978a908c94e188d988?mediaType=mp4,USD,159,57119,2018/10/06 05:14:30Z,2018/10/09 06:59:59Z,Maria Cantwell United States Senator for Washington ,Paid For By Friends Of Maria,,17-24,united states,,,,,,,,,
daa1ee5e4b859bd1eac9a6f4854bd528ab0ddb5fe6a71a150734cde483119289,https://www.snap.com/political-ads/asset/6176147257c260ffe218cc5af14091962fedd2e1e6fbeb6f7795f246d1c51df1?mediaType=mp4,USD,1058,186246,2018/10/27 19:23:19Z,2018/11/06 23:00:00Z,"Middle Seat Consulting, LLC",Beto for Texas,,18+,united states,,,,,,,,,
ffd0e998baf70f3ff807b406326abcac854a447c47bae3985eb30b7d7ffca0cd,https://www.snap.com/political-ads/asset/2e4d67a25dabf148acbf7b443b26ab9de7eb19253043feab22291f40e22570e8?mediaType=mp4,USD,585,84750,2018/10/26 20:47:44Z,2018/11/06 22:59:59Z,Mothership Strategies,Progressive Turnout Project,,18+,united states,,,,,,,,,
5c81aa516a8b62d12172328a536cb66e16c3695431f753d141e0f6fb13d25c5f,https://www.snap.com/political-ads/asset/27d6611896d7181fa51dfaefefc6dadda30b5e524c580ed2cbc5917bd3b025a6?mediaType=mp4,EUR,6000,2080852,2018/11/18 10:21:59Z,2018/12/02 10:21:59Z,Media Agent,Dansk_Folkeparti,,,denmark,,,,,,,,,
ef6be28a3be48408c6f08b22bb405e518c57717198abc65e276c3992d27fe5bb,https://www.snap.com/political-ads/asset/6bfcd2d71d1a50bf43c64f4510b97231bc716db3accc1b539f00ec6d1b66aaf9?mediaType=png,USD,107,19452,2018/10/28 17:58:01Z,2018/11/06 22:59:59Z,Mothership Strategies,Progressive Turnout Project,,18+,united states,,,,,,,,,
28fc1aa27819556a773bdb3f524f6110df24eba930985d9782e5f5b9201251ee,https://www.snap.com/political-ads/asset/fd7e9b5ec2a7ce80e41fac3a54f0f7efae2cb5f488cb6451bb5a1476295084cb?mediaType=mp4,USD,2431,500887,2018/10/29 17:40:22Z,2018/11/04 04:00:00Z,ACRONYM,Show Up To Vote,FEMALE,18+,united states,,,,,,,,,
943f5aea9e3353498f278f5c688d61543811e7e91464f2105922ceb5616e7bcc,https://www.snap.com/political-ads/asset/f3b37416e8e140b8eb6e8df49596d8be6963e279a52aedf58203e61abf2d3dc6?mediaType=mp4,USD,258,23578,2018/10/18 19:34:39Z,2018/11/06 23:00:00Z,Bully Pulpit Interactive,NextGen America,,18-34,united states,,,,,,,,,
518ce6dc21b8f205060f6799411982c24630b83fee79bd559e627dee42048ade,https://www.snap.com/political-ads/asset/4bf3c1d9b798e284c54f977980fc55367d0bb9bf2e3deeef2dd1f2f57d368e6e?mediaType=mp4,EUR,2467,1772583,2018/09/24 02:00:00Z,2018/10/14 09:33:20Z,Dentsu Norge AS,VG,,15+,norway,,,,,,,,,
e060e3b07a882b1722d2bd21e27696fbf0fa5d0242c4527e914b5d132c4086c6,https://www.snap.com/political-ads/asset/4e111c9c1f45d39a436c0917015af3733dc830f0b299e0017c7ae746f8054afa?mediaType=mp4;https://www.snap.com/political-ads/asset/accf2510541c75802417096ebdacd0775a63f2f7753ce46873e47c6053db8ab1?mediaType=mp4;https://www.snap.com/political-ads/asset/23b0797f9318e980ca75225b40c044426540932648f80455f5aa4d1d8290c022?mediaType=mp4,USD,17,10358,2018/10/31 07:00:01Z,2018/11/03 06:59:59Z,Mammoth ,King County Elections,,18+,united states,,,,,,,,,
d2f00e2775c3119e1bbb4707a67b0a510b65c69b929223bca958c5c374f00cc8,https://www.snap.com/political-ads/asset/2d0d47929edf48881f5ca3ecb229bf8eebb8c20eb53cd02ad8fdd40ca4d8b9bb?mediaType=mov,USD,593,242727,2018/08/28 12:21:51Z,2018/09/08 12:18:44Z,Östgöta Media ,Vänsterpartiet Östergötland,,23-,sweden,,,,,,,,,
59f460aff930bedf9ab03302f97ef32185435b37514551fbe1b3a86141bd2470,https://www.snap.com/political-ads/asset/81ff45862cb208afdaf3f764da77fa326b3bd0a5d974e0d7559c8920e84d2bd0?mediaType=mp4,GBP,8,5075,2018/11/27 13:45:23Z,2019/01/13 21:43:53Z,Amnesty International UK,Amnesty International UK,,18-24,united kingdom,,,,,,,,,
e3ec1ec0fbecc53e99c1dc2ddf5ce7a471b97a6f522152d86c0dfddf420801c6,https://www.snap.com/political-ads/asset/a43164258288f6a98a93507a2e11e1d83fed3a511d59ded994a2d2089e43b48d?mediaType=jpg,USD,66,5650,2018/10/19 21:12:44Z,2018/11/06 04:59:59Z,Blueprint Interactive,AFSCME Nevada,,18+,united states,,,,,,,,,
80e151b51f61d051e7402cc4a4b9b4789598e4cba2bf15f4908f21d874d516df,https://www.snap.com/political-ads/asset/def1aaceaf5370624025d9fa47348325a220e5aacbf58be62eb436738b3336fa?mediaType=jpg,USD,137,22537,2018/11/02 22:41:08Z,2018/11/07 02:00:00Z,BCom Solutions,Citizens for a Better Tomorrow,,18+,united states,,,,,,,,,
434b3918ca351c641af1e0e5a32e3c2a5f356ba75c1b1cb92a8bab73166430d5,https://www.snap.com/political-ads/asset/749473e2c45c8c339dc873084eac83660ff6525f31787f7e08f94fb71301b4f8?mediaType=mp4,EUR,956,548364,2018/08/20 06:56:43Z,2018/11/30 07:48:35Z,Reprise Media,Mejeriforeningen,,20-29,denmark,,,,,,,,,
be3e2e1e08a9de454414a6ff4953ebd1b37429e63d0914067e6e1ef0235be657,https://www.snap.com/political-ads/asset/b610ba9e891760a77e08283237c2348154fff30d9ccf2b3dec69285636cfe1c0?mediaType=jpg,USD,87,31654,2018/10/31 18:48:25Z,2018/11/07 02:00:00Z,BCom Solutions,Citizens for a Better Tomorrow,,18+,united states,,,,,,,,,
c61db9fd9bf94d1cba8e68e248ce048a7fa05670069ebefd7c233a9c6e41367b,https://www.snap.com/political-ads/asset/ad7110dee40917d0ff47bef44048c34a4bbdf1712cee07529f316f692f0e1189?mediaType=mp4,EUR,928,527439,2018/08/20 06:56:43Z,2018/11/30 07:48:35Z,Reprise Media,Mejeriforeningen,,20-29,denmark,,,,,,,,,
2d8bef253902195c4a8a0c91d16acb250869474d8ff30310e7dc520ee4d383e3,https://www.snap.com/political-ads/asset/9dfa5f13006d94b7b99a575d0f4c548cd0c9c2064e8455d1d510de29a88444fc?mediaType=png,USD,36,11374,2018/09/25 20:57:03Z,2018/09/30 03:59:59Z,ACRONYM,Knock The Vote,,18-34,united states,,,,,,,,,
91b86382723c056658947b008285b1f63acf842d05b2bf5b89ef2ee7ff147998,https://www.snap.com/political-ads/asset/33b4f152e43884354fffb0585a988553c7ebd4021e73991a1dab61e01fb04912?mediaType=mp4,GBP,31,16343,2018/11/27 21:44:19Z,2019/01/13 21:43:53Z,Amnesty International UK,Amnesty International UK,,25+,united kingdom,,,,,,,,,
f6f689f10b2ac752a7180b87598b36c28c638fee5de73870ebd7d7b99fb9653c,https://www.snap.com/political-ads/asset/e1b1d0b252522836ab942422a7cd3065f87f9f9996ffd9a462c54c3e81f39048?mediaType=png,USD,285,83035,2018/09/25 04:00:00Z,2018/09/26 03:59:59Z,ACRONYM,Our Lives Our Vote,,18-28,united states,,,,,,,,,
382c2faa62726c2f915f1d7113e0fced5357518bbdc843cb9146a661b1cdea3d,https://www.snap.com/political-ads/asset/b3d0dbc5652f35642319d1bd6cbbcdc334d02e4e1573660cd6ceea5c6f7dc723?mediaType=mp4,USD,2,1972,2018/09/14 02:00:00Z,,Congressional Leadership Fund,Congressional Leadership Fund,,,united states,,,,,,,,,
60eaea297fb857ecbce03b71efede64866876f6d0a576a089e9c10722ae8f345,https://www.snap.com/political-ads/asset/560a9df833e94ae49a376774d3a82c050e338756b6a05741322b73428075057f?mediaType=mov,USD,116,36514,2018/08/20 22:35:08Z,2018/09/30 21:59:27Z,Open Hand Media,Planned Parenthood,FEMALE,18+,united states,,,,,,,,,
828fc6859127e169efa4cbd42ed7bd02a0900056be1442bc8bebc3b469ee8964,https://www.snap.com/political-ads/asset/108fe3903c1b2dfe48a7d9fa34c6f98f44dd4a29bde3baae71dd6a68d82e5c76?mediaType=png,USD,87,23414,2018/09/25 04:00:00Z,2018/09/26 03:59:59Z,ACRONYM,Our Lives Our Vote,,18-28,united states,,,,,,,,,
b872d24f69c6bf8a00d89ba232bde8eeef27b2e09a48694bf63d53175cded964,https://www.snap.com/political-ads/asset/c8ab2de346912fae2e0bf964feac24cccc53e61b61a9c9417f37811c965ddaff?mediaType=mp4,USD,57,20718,2018/08/24 15:52:38Z,2018/08/31 14:54:28Z,Civiqs,Civiqs,,18+,united states,,,,,,,,,
b1f0a0fc4d16006be0c3ace5b14d6b659172e6e8ebc4092cad00cd7cedfa31bf,https://www.snap.com/political-ads/asset/9ba2c3dc865f17b6f8beb24592c3a006f08b3147b65fd8ec76f97c04d88a9bc5?mediaType=png,USD,514,120307,2018/10/01 21:07:08Z,,Mothership Strategies,Voto Latino,,18-25,united states,,,,,,,,,
75bad6343bb2f5699656b332df4e892231e7edfd579b080495d7a192f0e48357,https://www.snap.com/political-ads/asset/d0eca761363315eaa56b4b1240adde64d3320a9235df26265bc397e0f2bf00f8?mediaType=mov,USD,847,206049,2018/10/23 04:05:44Z,2018/11/07 01:55:29Z,Open Hand Media,PPOSBC Community Action Fund PAC,FEMALE,18+,united states,,,,,,,,,
7bfe41e10d0867153beb2ea157a5e23f6533f6f024fbf4cfab68c2ed9ae8cace,https://www.snap.com/political-ads/asset/fe3eccff6189fa5933a636e816a05e47ea78d793c031b2ee7f0f4b105c12ef36?mediaType=png,USD,58,13423,2018/09/28 23:10:14Z,2018/10/11 02:00:00Z,Chong and Koster,Voter Participation Center,,18+,united states,,,,,,,,,
c7f0cdfd1c43a887a7cdeaa466af9911c539840885ed99c9faf9f3704267911e,https://www.snap.com/political-ads/asset/2109a6ad85a734723e9f78833fc7fd5456833b8c62ed7d1be2dac67529be96a9?mediaType=mp4;https://www.snap.com/political-ads/asset/0897963d3f110dd3b9e9475f92a22c87095c192e9a9e61c75b801ef572f6d5ae?mediaType=mp4;https://www.snap.com/political-ads/asset/43492406a2521e385277e8cc3439a56c6e79411915a7fa39d4c5edd82401f0ec?mediaType=mp4,CAD,4580,4289009,2018/10/05 11:47:17Z,2018/11/13 05:00:21Z,The Aber Group,Plan International Canada,,25-29,canada,,,,,,,,,
c27d3be18a62c83abbcd8cdb30e77e3bccb9c828e10515a31fdfda3602c5a8cf,https://www.snap.com/political-ads/asset/560f0d3d77aafa57d8084e51e24ff8d19438768f1de3aa8c7d16e9ca47a360ea?mediaType=png,USD,10,3545,2018/09/25 20:57:06Z,2018/09/30 03:59:59Z,ACRONYM,Knock The Vote,,18-34,united states,,,,,,,,,
2ed416f5f076274e630559f3953fb11e07d718477b7e413133547e719674b62f,https://www.snap.com/political-ads/asset/a6977a9f59ad78390da8084ab4c57c56007a51f5511b696bd520a26460953895?mediaType=jpg,USD,775,229754,2018/10/31 16:32:53Z,2018/11/05 22:32:04Z,Blueprint Interactive,Planned Parenthood Votes,FEMALE,18-34,united states,,,,,,,,,
e07087a84393ea95b49e31e11bad940a7f564cf165611e2c501b3441e4c63096,https://www.snap.com/political-ads/asset/e9735b6108ff8252d9fc03313e7a69ac51d156c5526532d8574e28f6aadeb3c4?mediaType=mp4,USD,93,15570,2018/10/30 17:45:51Z,2018/11/07 00:00:00Z,"GMMB, Inc",JB for Governor,,35++,united states,,,,,,,,,
dfaf97944042e8febad67ab5f1a8a14248a1eddeba1280971cef0522e3892cdf,https://www.snap.com/political-ads/asset/b12aaae653d858d81cdd12310652df4378321ebb6344b1fcd1bc21096870fd35?mediaType=mp4,USD,4749,1255809,2018/10/29 23:46:27Z,2018/11/03 06:00:00Z,ACRONYM,Show Up To Vote,,18+,united states,,,,,,,,,
ce1dd27d338c9d91cae6568cc854184074d06e3ee441cbd445f67d695fcd04cf,https://www.snap.com/political-ads/asset/5b9f3689ce1d1e8b39b32ba96c69a70a47ac3fa1c1370a088548230ff833ecc6?mediaType=mp4,USD,6590,1785391,2018/09/05 19:00:56Z,2018/10/17 06:30:00Z,Bully Pulpit Interactive,NextGen America,,18-34,united states,,,,,,,,,
3383259e64e369c08e047407319c281b6d76870e584c9bad9a0b4e7b264edb56,https://www.snap.com/political-ads/asset/7619aa7401e25ada572c1ddf6db5f52cc5ad1c74dde2ddc30c859616f25bc4b7?mediaType=mp4,USD,50,20573,2018/11/05 00:00:00Z,2018/11/06 05:59:00Z,House Victory Committee,House Victory Committee,,18+,united states,,,,,,,,,
ecaff54d5436d20d3a4205fdbf4f94c1efea528408d5df9e1240affc00c883ca,https://www.snap.com/political-ads/asset/fd847e8420f51a2b44c5a6c2b7c4c6369eb2fe38fac1249a23e2879149a06e6f?mediaType=mp4,USD,293,55071,2018/10/03 23:56:25Z,2018/10/10 23:56:25Z,North Dakota Republican Party,North Dakota Republican Party,,17+,united states,,,,,,,,,
b41a973ddabff24dfd9e6d266384d7950a49c02b62028f87f6a77a73cc24adff,https://www.snap.com/political-ads/asset/d0df23f42bfb383107bc30e47e14998421a78864b80eaca4a2c1fa2bb86cdd5b?mediaType=mp4,USD,173,54927,2018/08/24 15:52:44Z,2018/08/31 14:54:28Z,Civiqs,Civiqs,,18+,united states,,,,,,,,,
2feaa0ca7396449412160e411e2431c1f5c4bc30d44f08017386889fed633f32,https://www.snap.com/political-ads/asset/f9d969e1fc6e5120cf2a6f3f80505de7d5f24fa31cbef532e9c05fdc3f7f3acc?mediaType=mp4,USD,1386,411599,2018/10/24 22:59:03Z,2018/11/07 00:00:59Z,Centro LLC,Save Animals Facing Extinction,,18-34,united states,,,,,,,,,
25e62eff285b2b560f313c56868a720ded0c5a9e6ef84f45846e9c54c6da0346,https://www.snap.com/political-ads/asset/4e5735621fb3f812a387cd9a374736e5cc3b299860d2b196cc0721b17d08c914?mediaType=png,USD,64,15363,2018/09/28 23:10:18Z,2018/10/30 03:50:00Z,Chong and Koster,Voter Participation Center,FEMALE,18+,united states,,,,,,,,,
d2aa909e24c011955727c0625c06ed567d712daa056e0602e7ef8f2be284b7da,https://www.snap.com/political-ads/asset/2e4d67a25dabf148acbf7b443b26ab9de7eb19253043feab22291f40e22570e8?mediaType=mp4,USD,501,63925,2018/10/26 20:47:44Z,2018/11/06 22:59:59Z,Mothership Strategies,Progressive Turnout Project,,18+,united states,,,,,,,,,
75a80e4bf5201740af596d1535c3079182b647924b8a65f2fcac65654ff6a3d5,https://www.snap.com/political-ads/asset/8b7203998de96b433bbce93b968898a823018dbd91f0e3900b3282c8f78e5934?mediaType=mp4;https://www.snap.com/political-ads/asset/23b0797f9318e980ca75225b40c044426540932648f80455f5aa4d1d8290c022?mediaType=mp4;https://www.snap.com/political-ads/asset/accf2510541c75802417096ebdacd0775a63f2f7753ce46873e47c6053db8ab1?mediaType=mp4,USD,486,289305,2018/10/31 07:00:01Z,2018/11/03 06:59:59Z,Mammoth ,King County Elections,,18+,united states,,,,,,,,,
7375951302adeed6674298596670a3913c768c83cfa6137b1704731c5cb7ffe6,https://www.snap.com/political-ads/asset/ee16332882843beced4ff7d144271e19a8b511e848b7d07c9fe9d1184ad0d3a3?mediaType=mp4,USD,746,66622,2018/10/18 19:23:00Z,2018/11/06 23:00:00Z,Bully Pulpit Interactive,NextGen America,,18-34,united states,,,,,,,,,
