ADID,CreativeUrl,Currency Code,Spend,Impressions,StartDate,EndDate,OrganizationName,PayingAdvertiserName,Gender,AgeBracket,CountryCode,,,,,,,,,
c94420a36c7da322a3dab67dfbc67c2177d58408a22294f53676f74a3a34aab0,https://www.snap.com/political-ads/asset/9dfa5f13006d94b7b99a575d0f4c548cd0c9c2064e8455d1d510de29a88444fc?mediaType=png,USD,1615,475773,2018/10/02 17:28:33Z,2018/10/09 03:59:44Z,ACRONYM,Knock The Vote,,18-28,united states,,,,,,,,,
69ce7aa4805de5ff99c94104b54fa68f3c3514537ec78b737cd3c74b3d9c45a0,https://www.snap.com/political-ads/asset/2e4d67a25dabf148acbf7b443b26ab9de7eb19253043feab22291f40e22570e8?mediaType=mp4,USD,606,79070,2018/10/26 20:47:44Z,2018/11/06 22:59:59Z,Mothership Strategies,Progressive Turnout Project,,18+,united states,,,,,,,,,
393d3cef0f43292a1825822e1b67798d888aecab2803ecbdea92089e12fe20f5,https://www.snap.com/political-ads/asset/6bfcd2d71d1a50bf43c64f4510b97231bc716db3accc1b539f00ec6d1b66aaf9?mediaType=png,USD,69,11429,2018/10/28 17:58:01Z,2018/11/06 22:59:59Z,Mothership Strategies,Progressive Turnout Project,,18+,united states,,,,,,,,,
a801fccc059ac401a54ae3bf309f3b2a22c35df0392666122bf9a040caf4b617,https://www.snap.com/political-ads/asset/e1b1d0b252522836ab942422a7cd3065f87f9f9996ffd9a462c54c3e81f39048?mediaType=png,USD,11,3309,2018/09/25 05:00:00Z,2018/09/26 05:00:00Z,ACRONYM,Our Lives Our Vote,,18-28,united states,,,,,,,,,
df4418e0d8d69a9b4f3794f0ddc819d752da8c8bce8875f53745251fc6ca39be,https://www.snap.com/political-ads/asset/bd1d30c7664af1a455d38002dd55d2bf745b86a2a32cbc071a4f778a717974d6?mediaType=mp4,USD,18,6277,2018/09/01 16:00:00Z,2018/10/01 06:59:00Z,"Do Something, Inc.",DoSomething.org,,18-20,united states,,,,,,,,,
a1432d6155f475820d8e9fa1ae72f1de7b4d897fa63c58c51f584c2b9f9f521c,https://www.snap.com/political-ads/asset/0eab9f016bc7c744ecd9f5a161f443acc632cf41e5748cee43a577f7fd47f908?mediaType=mp4,USD,850,343556,2018/10/09 15:51:44Z,2018/11/07 03:00:00Z,Penna Powers ,Lieutenant Governor's Office,,18-34,united states,,,,,,,,,
8ee4c45b5b6fcf1fb40a169177e79ebd2b39c8a39307031b905346b31c06ca34,https://www.snap.com/political-ads/asset/91b828817d38d26fb3a3701b1e558fe6b39bba294193798ecc097592fcf6ccf6?mediaType=mp4,GBP,118,48450,2018/10/05 15:50:13Z,2018/10/14 23:30:00Z,The Labour Party,The Labour Party,,18-24,united kingdom,,,,,,,,,
a8e694224c28f21a12902f5ca5e444f85747fe087da4b5f16499df85a6eba0fb,https://www.snap.com/political-ads/asset/0aaea87ed4dfde63529bed05717795b9106ed9380791594de500eca432ecd52d?mediaType=mp4,EUR,879,510476,2018/08/20 06:56:43Z,2018/11/30 07:48:35Z,Reprise Media,Mejeriforeningen,,20-29,denmark,,,,,,,,,
86d18afdd5679e07b4f486dbb5135247398f8cf869995e395f70ab19bc84624e,https://www.snap.com/political-ads/asset/4a69ed4e43fcbefbb2172dfc50d09201f941ef58b3958866b65fa2f405375b7a?mediaType=mp4,USD,2310,248126,2018/10/17 15:00:00Z,2018/11/07 04:00:00Z,Democratic Congressional Campaign Committee,DCCC,,18+,united states,,,,,,,,,
6391fb74f7dfd724f9d1e777f143d9d310e593a4921dbfad2cb0fd744518b6b5,https://www.snap.com/political-ads/asset/4c85fa40301256826725786b758dcbc6d26bb499c5bc22c18a0f054721e4332b?mediaType=mp4,GBP,26,18218,2018/11/27 13:45:23Z,2019/01/13 21:43:53Z,Amnesty International UK,Amnesty International UK,,18-24,united kingdom,,,,,,,,,
3f7beb222bc2a58d43b5a3bd7e46167b0b1ee03c7c4aeba745312fa558ac8b1e,https://www.snap.com/political-ads/asset/ae24085db0620ce66d8efd3913a1283e1064f3b930f50fc9486509b4f00d7d7e?mediaType=mp4,USD,149,49859,2018/11/04 12:00:00Z,2018/11/07 02:00:00Z,Nebraska State Education Association,NSEA,,18+,united states,,,,,,,,,
45d7697e2522ccdd56b699e832792b9b659f7159e180a2fb057ad4166a1fd338,https://www.snap.com/political-ads/asset/4b9c03f750b116aea446c56734edd1f4b3648819bfd61bd84caf83b631d001ab?mediaType=mp4,USD,2048,612521,2018/09/28 19:00:00Z,2018/10/27 03:59:00Z,Güd Marketing,Block Asian Carp,,18+,united states,,,,,,,,,
82b2cbcdaefac7574979f10fbad0154b790849d1f7654fd065aa21536ff77d3b,https://www.snap.com/political-ads/asset/b9f4fc3e525eb7caf44b0898f43689076dc5926713319082672a2b7f22536909?mediaType=jpg,CAD,119,67449,2018/10/02 18:30:58Z,2018/12/17 07:15:32Z,Kick Media Inc.,Alberta Health Services,,16-25,canada,,,,,,,,,
a188a77b37e1796f602972d93c0ddb2cdcdbb37e96550b8d65d79afac87e9c41,https://www.snap.com/political-ads/asset/10d72a1f6d5d1f738f826bfe0a68d030954f75694c59c474580bb3f853b2b42a?mediaType=png,USD,95,55610,2018/11/04 21:21:29Z,,Committee to Elect Jack Serier,Committee to Elect Jack Serier,,,united states,,,,,,,,,
3e072b4b504d13ee15e20e89d2a98e850d9ab360b8dedb60c1cdbc8b3a9266dc,https://www.snap.com/political-ads/asset/90469d570baefa6ff54524a9500cada2de264c19ce69c509ae0d308f526b1a5b?mediaType=mp4,EUR,308,217504,2018/11/29 15:33:10Z,2018/12/18 22:59:59Z,Jalt,Amnesty International NL,,18+,netherlands,,,,,,,,,
522e80ef1bee0844d5418f442c18a27611678afcd3388fe079648dca56ac99e8,https://www.snap.com/political-ads/asset/814acdab0ae504eee12b2985caa46667844c300449fff562ab6432a3d62313fb?mediaType=mp4,USD,349,88219,2018/12/07 22:00:00Z,2018/12/13 01:30:00Z,Nebraska State Education Association,NSEA,,21-30,united states,,,,,,,,,
613166f03ad23d45d1ec97ffba8a2fd8576124441af184d89e61726166cc2c85,https://www.snap.com/political-ads/asset/09ec738d8f14b605ac4d9b71e1b591e3c93c9ebd9658b3358b1470d35611823a?mediaType=mp4,USD,2477,668753,2018/08/23 15:40:21Z,,"LoudDoor, LLC",Paid For by Trooien For USSenate,,18+,united states,,,,,,,,,
737376a4af89cbcba863e42ae4ab2967a80e4ad6a02b71c40e5c99ba63a120dc,https://www.snap.com/political-ads/asset/6b348f0be2cdc98ea9f7ff67ec1378b28f844ac9c924ca67f3af204f736de44a?mediaType=mp4,EUR,1132,490719,2018/09/30 10:24:48Z,2018/10/14 10:24:55Z,Media Agent,Dansk_Folkeparti,,,denmark,,,,,,,,,
fe7dabee3e4826fe58797a9410ce201f5e9c573e65dfdb66fe6f5686c7568904,https://www.snap.com/political-ads/asset/2f694dc2f5cfa837d5e625d51449c4d17f9fb1d960e0070b8807211ef97d2ede?mediaType=mp4,EUR,225,91148,2018/11/27 05:00:44Z,2019/01/13 11:31:15Z,Maxlead Services B.V.,Consumentenbond,,18-34,netherlands,,,,,,,,,
1671b93c7f61843b9ac91aaa9497511566cbec9fef77615a0c06e13634a6ff5d,https://www.snap.com/political-ads/asset/6253f1ac5cf62a3cb84ec4cb50ffa26bdc63677646bfab0ddf40820aa1d45d9f?mediaType=mp4,USD,308,67946,2018/10/26 18:05:50Z,2018/11/06 22:00:00Z,ACRONYM,Knock The Vote,,18-34,united states,,,,,,,,,
5e1f8c6d3a2dd4832d15cebcf03f38298fbf531b32fc8fd6988fd70b3060f664,https://www.snap.com/political-ads/asset/752510b5dc0cd281af3899f109852bec4e82093f58b754dd5ac533e3ae360aee?mediaType=png,USD,207,27035,2018/10/30 17:58:01Z,2018/11/06 22:59:59Z,Mothership Strategies,Progressive Turnout Project,,18+,united states,,,,,,,,,
c6fbd2fb55b93859b09afa03dd29d53398955113f71297f07739ba49c0dbb11e,https://www.snap.com/political-ads/asset/c18279e7517bebbd70f18d7744e583591c71974b31165b377f4605f06f7c3eba?mediaType=mp4,EUR,1124,649626,2018/08/20 06:56:43Z,2018/11/30 07:48:35Z,Reprise Media,Mejeriforeningen,,20-29,denmark,,,,,,,,,
ed620323ce64331c04c8d26412e69dc20aff138ba4a93715430d27a6a44eccc3,https://www.snap.com/political-ads/asset/36785adecbab3eeb81331e39a54fb66fb3cf3ca9e6a9ee70b3d067f8bd500293?mediaType=mp4,USD,1804,508767,2018/12/16 14:00:00Z,2019/01/01 07:59:00Z,Amélie Company,CDPHE,,21+,united states,,,,,,,,,
a7c348c497d8e65529473ab5b97332fee4caf8025f2b911fbee9e1b54a24ffcc,https://www.snap.com/political-ads/asset/b1ea328dd6d04a8b930c088fc2a67003c5eac3508b3e83cab8f0eeedb3cc1660?mediaType=mp4,USD,21993,4477090,2018/10/29 17:40:22Z,2018/11/06 22:00:00Z,ACRONYM,Show Up To Vote,,18+,united states,,,,,,,,,
d633fdc5e4214439c95c233eae5d5d4739b00ca59b2005d1991630561ac66f2c,https://www.snap.com/political-ads/asset/468196211659446738b5e3a03f74d9e78488349d4493be60eb1f3991e75337d3?mediaType=mp4,USD,7542,2893002,2018/10/27 19:23:15Z,2018/11/06 23:00:00Z,"Middle Seat Consulting, LLC",Beto for Texas,,,united states,,,,,,,,,
afd93b181a0c4955098259dbbc99e30a5abbbe473e0d3567130ede71baae3943,https://www.snap.com/political-ads/asset/726304fabbc24f4eed92e2a775746d7e265a70ef17caba322f9a2eb0d798ed05?mediaType=mp4,GBP,0,15,2018/11/27 13:45:23Z,2019/01/13 21:43:53Z,Amnesty International UK,Amnesty International UK,,18-24,united kingdom,,,,,,,,,
b0b08f17be4faef76d2a3f630e9c23d5a778fd3dfacf005fde5294b621eedd82,https://www.snap.com/political-ads/asset/f30712218f6fce8efbd3dc7087e319863728a2675bce17c0d05ccd27957f85e2?mediaType=mp4,EUR,55,23980,2018/11/27 05:00:44Z,2019/01/13 11:31:15Z,Maxlead Services B.V.,Consumentenbond,,18-34,netherlands,,,,,,,,,
f402e8d3aa9112b0b8b047feb025241da8da30937fbde64b933390d11468b451,https://www.snap.com/political-ads/asset/0650b0c8d2cca425a10291fa0dac01ab80919209ffc0c0990aad785a08515c00?mediaType=png,USD,29,10014,2018/11/02 22:53:21Z,2018/11/07 01:00:00Z,Mothership Strategies,Voto Latino,,18-25,united states,,,,,,,,,
b88b4b6878c6ae2975061c44c24bcfb2a4033caf54a81b007d41c84445ca13da,https://www.snap.com/political-ads/asset/d726b91782a39be145a4fcc5c882102ce33cc978db962bac183325b025f3304e?mediaType=mp4,USD,78,23854,2018/11/06 06:01:08Z,2018/11/06 23:00:08Z,Human Agency,Cort VanOstran for Congress,FEMALE,18-30,united states,,,,,,,,,
4f74dc683b72bdffc4961e1ae463b79047eeb56ae33a20766e6430f75b1f6746,https://www.snap.com/political-ads/asset/5ef93a6df60367e9b9c2d901184ff686ee0c9085aac1ac58cbcedda64646ec6e?mediaType=mp4,USD,15527,5368948,2018/10/27 19:23:15Z,2018/11/06 23:00:00Z,"Middle Seat Consulting, LLC",Beto for Texas,,,united states,,,,,,,,,
50bfa9ec82f0b135a9bdc96d3697cfdd07385bac6f7cf8b45b30a2a032b3eb50,https://www.snap.com/political-ads/asset/0650b0c8d2cca425a10291fa0dac01ab80919209ffc0c0990aad785a08515c00?mediaType=png,USD,14,4958,2018/11/02 22:47:04Z,2018/11/07 01:00:00Z,Mothership Strategies,Voto Latino,,18-25,united states,,,,,,,,,
e49540a4c4aff77abe975c9d1431f2c5eb8bd86d3032ab21c55b05b2f0b5125f,https://www.snap.com/political-ads/asset/eb9d0d17ad417bef52701ec64301bfb3b741c9aab040dfc2951664037e3793a8?mediaType=mp4,USD,307,73093,2018/09/30 21:17:00Z,,OpenPoll Inc,OpenPoll,,18+,united states,,,,,,,,,
52216f2631a58b7ff5337219401a171c2796a087111abf1c67491372531693c3,https://www.snap.com/political-ads/asset/d95fa0e1de8048ceec3f620022b67d06fe223f2662ddc4fe423746e30d0d31a7?mediaType=mp4,USD,2972,1421596,2018/10/07 14:13:01Z,,Chong and Koster,Everytown for Gun Safety AF,,,united states,,,,,,,,,
526c2973d3f6ee4264cd7106436325b023f4df54e303d3bd32d3c353154073d5,https://www.snap.com/political-ads/asset/13be06142e32fd9a6ebb2d08f2328181b69d7058946006902061aecca15c6ade?mediaType=mp4,USD,717,304845,2018/10/09 15:51:44Z,2018/11/07 03:00:00Z,Penna Powers ,Lieutenant Governor's Office,,18-34,united states,,,,,,,,,
c9ad285b260a87f56530e7228b257f175336bac51a5e6cacc3f7d40a4da8e7a1,https://www.snap.com/political-ads/asset/1a31490a1ca38c845444696f48e38687cfe63155c11b92daae1c5523868394c7?mediaType=mp4,USD,250,107027,2018/10/09 15:51:44Z,2018/11/07 03:00:00Z,Penna Powers ,Lieutenant Governor's Office,,18-34,united states,,,,,,,,,
0b463054d0181f2400ff416a754b52a0eadb7be5d2916a9cdd18850d669b4f9b,https://www.snap.com/political-ads/asset/2e4d67a25dabf148acbf7b443b26ab9de7eb19253043feab22291f40e22570e8?mediaType=mp4,USD,269,40118,2018/10/26 20:47:44Z,2018/11/06 22:59:59Z,Mothership Strategies,Progressive Turnout Project,,18+,united states,,,,,,,,,
be1d4871be3aa070201e523a45a10d13fd447c4c9b9a42f10b601da3f40d1fba,https://www.snap.com/political-ads/asset/910ee120718882a673963c7a3e2ddd62a2f3d5f38b5b45c588d256bf58e1a82d?mediaType=png,USD,530,120259,2018/10/01 21:07:08Z,,Mothership Strategies,Voto Latino,,18-25,united states,,,,,,,,,
215d4159f5ae3089770d85ad874be9743512bf70e0184f6e5601555db9720cc4,https://www.snap.com/political-ads/asset/586a7169507689288d23a791f8d58703cfacf7e1161f09771780b8946b9d6935?mediaType=mp4,USD,1299,413862,2018/10/11 19:52:32Z,2018/11/06 07:59:59Z,National Alliance on Mental Illness,NAMI,,18-20,united states,,,,,,,,,
0b836ce28f92c327f31dd29de6ad0ee986d8f4d54aaafd73c450d10a1a91bc22,https://www.snap.com/political-ads/asset/3c0f87e3b01722505e018b827b9936e62471f08b46ed5bd63c6980f86dfe9c36?mediaType=mov,CAD,918,732853,2018/07/20 23:09:54Z,2018/09/04 03:59:00Z,The Aber Group,Plan International Canada,FEMALE,,canada,,,,,,,,,
3b1d29df998205b7e809f3a43fb4fc04658b28b345122075490abfb63d491505,https://www.snap.com/political-ads/asset/23b0797f9318e980ca75225b40c044426540932648f80455f5aa4d1d8290c022?mediaType=mp4,USD,555,195245,2018/11/03 07:00:01Z,2018/11/06 07:59:59Z,Mammoth ,King County Elections,,18+,united states,,,,,,,,,
b3a845591b4f212316b09c1dc66c1175b3caafb0a9fa45015ebe57737742aac0,https://www.snap.com/political-ads/asset/462d0f1e579ab6ce99258762ae40bed3f517d315fd2b384ec5f0968c2304beca?mediaType=mov,USD,645,114978,2018/10/30 06:06:37Z,2018/11/07 02:04:58Z,Open Hand Media,PPAPLAC Action Fund,FEMALE,18+,united states,,,,,,,,,
1ee35b50c5d194f4bf23196ad3645d16951439d9bfbbd22ca9fe3c7aec588eef,https://www.snap.com/political-ads/asset/fbee484863f1080e920e327566adb0f4d0d19be62ec2bc57b855f9444f14d43e?mediaType=mp4,EUR,447,339296,2018/09/28 12:59:59Z,2018/10/12 12:59:59Z,Jalt,Amnesty International NL,,18+,netherlands,,,,,,,,,
01fa8b1cdbb80f7b7c583a21ea24bb9b926181f6152834313c48aa63fafdcd35,https://www.snap.com/political-ads/asset/eb9d0d17ad417bef52701ec64301bfb3b741c9aab040dfc2951664037e3793a8?mediaType=mp4,USD,22,5301,2018/12/26 23:53:00Z,,OpenPoll Inc,OpenPoll,,,united states,,,,,,,,,
26ef4030245a69b481ea7d2da48a1ca84cb4c1953d0898dd6b0cffc377a14137,https://www.snap.com/political-ads/asset/230fe107f836b4addc366099f2c78258d9c41abf4df09bf765e1d41683495b7c?mediaType=mp4,USD,21,5885,2018/10/11 23:57:21Z,2018/10/17 23:35:16Z,Wyoming Democratic Party,Wyoming Democratic Party,,18+,united states,,,,,,,,,
5bc9f161da0f4ff225f5e73f2e63b3f0187360830e0f44469ff2bb86845182da,https://www.snap.com/political-ads/asset/feeec5590e826b73f8c34f50631cdc7e1ea66a45afd9d35661df8ac57743d900?mediaType=mp4,EUR,1515,1026527,2018/10/27 14:00:00Z,2018/10/31 21:59:00Z,Dentsu Aegis Network France,SIG,,18+,france,,,,,,,,,
de0c5fe01223e55d44f7714df9a42e98bc358dd86e2a6c0f33b8ca00de2f3b5a,https://www.snap.com/political-ads/asset/108fe3903c1b2dfe48a7d9fa34c6f98f44dd4a29bde3baae71dd6a68d82e5c76?mediaType=png,USD,164,56566,2018/09/25 05:00:00Z,2018/09/26 05:00:00Z,ACRONYM,Our Lives Our Vote,,18-28,united states,,,,,,,,,
f767684e087a597bf365aeca6b1328793291371eabe4d524bfe9ab4a4c2276a6,https://www.snap.com/political-ads/asset/f03bbe3bac5d97bb6a961fd40e10e71768355137cce77cb979c872dbba51d6a0?mediaType=mp4,USD,504,171604,2018/09/01 16:00:00Z,2018/10/01 06:59:00Z,"Do Something, Inc.",DoSomething.org,,18-20,united states,,,,,,,,,
93b515dee410cd2470de04c272743ee5adcb6a4456e3e0024a81760f3c98b083,https://www.snap.com/political-ads/asset/dce39a864ad5018cac2f166c4b976e440e7d3c4a6cb1e9eb93d6b1c885afe50e?mediaType=png,USD,49,17329,2018/11/02 22:47:04Z,2018/11/07 01:00:00Z,Mothership Strategies,Voto Latino,,18-25,united states,,,,,,,,,
47b0608ccbfd95b36c44821222681062143f52a8bedf5877c551b708d982bd57,https://www.snap.com/political-ads/asset/a0b92b3f1b6c520e886cc17d04cbd4328c74ff7ce6b9af605703bdd0d6815a7b?mediaType=mp4,GBP,4672,7350690,2018/10/04 11:42:14Z,2018/11/01 11:42:14Z,Republic of Media Ltd.,Scottish Government,,,united kingdom,,,,,,,,,
ecde8a200a3954193973aabc560ea3ad09c014e1eb904dd5261761557d694379,https://www.snap.com/political-ads/asset/a8756a6d9b099458c91d9980c263e4d96d2134cb39ac26be5b84ebf3694336a8?mediaType=mp4,USD,72,28292,2018/10/06 05:14:30Z,2018/10/09 06:59:59Z,Maria Cantwell United States Senator for Washington ,Paid For By Friends Of Maria,,17-24,united states,,,,,,,,,
01657fbea275104a9399369569ea6bce85718d5ef0bcb536e316278a817dd613,https://www.snap.com/political-ads/asset/2f694dc2f5cfa837d5e625d51449c4d17f9fb1d960e0070b8807211ef97d2ede?mediaType=mp4,EUR,391,172637,2018/12/18 22:55:44Z,2019/01/13 11:31:15Z,Maxlead Services B.V.,Consumentenbond,,18-34,netherlands,,,,,,,,,
83045f712795714bea7a55f8d55ed2df0c6347f339ad855b665a069c7e95a8e6,https://www.snap.com/political-ads/asset/90d2c689ddb0b2c74b74c34ea03aa278dc684c2492b9db5120834c280099a83b?mediaType=mp4,USD,2,721,2018/12/26 23:53:00Z,,OpenPoll Inc,OpenPoll,,,united states,,,,,,,,,
5f1a9cc6fa270d32bbbe3ab097b66a6642de76365e188f292cc61d928c70505d,https://www.snap.com/political-ads/asset/e82f724f0acdbead35d82e101faff1377a9be1e4e949983f11af23e3a6b9b57e?mediaType=mp4,USD,2143,443564,2018/10/26 18:05:50Z,2018/11/06 22:00:00Z,ACRONYM,Knock The Vote,,18-34,united states,,,,,,,,,
caf0cdd0ab5d9f033e5078df3c60703a94700e4a218acbcc6567b8fabd1aa15d,https://www.snap.com/political-ads/asset/67fe112649e5f90d04831e37866c3f499edbdb73e2049273fe5a376e118b4e21?mediaType=mp4,USD,7802,1646894,2018/10/27 15:00:52Z,2018/11/06 04:00:00Z,Moore,Florida Sheriff's Association,,18+,united states,,,,,,,,,
e05e87fcd57e3453ae8ab93801b7031dd0f62ba8d0d8a38a94b49ed9a67a2523,https://www.snap.com/political-ads/asset/be4c8f0fe651c84618a392c7dff1b8b3776ce3f6fc6d926fb03e2ca5d5a8025d?mediaType=mp4,CAD,420,204088,2018/12/07 10:56:48Z,,First Nations Health Authority,First Nations Health Authority,,34-,canada,,,,,,,,,
a45c9bacdd2ef9fd0b288fc9fb1065734bee705e595caccd095e6e8fc634ced7,https://www.snap.com/political-ads/asset/5cae0547f51cae1c9b593bf964d75b9576283691ab2cad63381265cf6a8308a6?mediaType=png,USD,27,8841,2018/11/02 22:47:04Z,2018/11/07 01:00:00Z,Mothership Strategies,Voto Latino,,18-25,united states,,,,,,,,,
aef611dd32756033a355325457455ed8bddf3aee4f365e8ff297fb97c7417e3c,https://www.snap.com/political-ads/asset/d05cdfacb048ff93ede56b5ea822b4e686dfe4dd9991442ab9fc22adc4537275?mediaType=mp4,EUR,447,348786,2018/09/28 12:45:55Z,2018/10/12 12:29:59Z,Jalt,Amnesty International NL,,18+,netherlands,,,,,,,,,
d10e80d45042e0334144aa5a00d13e8b693bf899edf0665c11d3451a1aa91a6a,https://www.snap.com/political-ads/asset/82687fec5aab10fbaaf27233348fe01c0b9a4b09b51e37d065987670002db578?mediaType=mp4,CAD,0,734,2018/10/29 21:44:20Z,2018/11/11 07:59:59Z,Pro Rep is Lit,Pro Rep is Lit,,,canada,,,,,,,,,
455d7bd1eca7486c52a240257ec937ab884f82e4e5b0f34ed77e246e0351c587,https://www.snap.com/political-ads/asset/10d72a1f6d5d1f738f826bfe0a68d030954f75694c59c474580bb3f853b2b42a?mediaType=png,USD,150,40041,2018/11/03 15:00:00Z,2018/11/04 16:00:00Z,Committee to Elect Jack Serier,Committee to Elect Jack Serier,,18+,united states,,,,,,,,,
ab3782fff62bb34ea9d35fea49f4682636799ada345a2168cacce27969616994,https://www.snap.com/political-ads/asset/d40431bdcb9429b59f35e74bf1096dcb70077b8da03135581531e542ab3fd58e?mediaType=mp4,EUR,2814,1163315,2018/11/27 05:00:44Z,2019/01/13 11:31:15Z,Maxlead Services B.V.,Consumentenbond,,18-34,netherlands,,,,,,,,,
64f33e414660979bf5afd83145028c46ba85c39f96d3f43fa40a03202ce69ea3,https://www.snap.com/political-ads/asset/108fe3903c1b2dfe48a7d9fa34c6f98f44dd4a29bde3baae71dd6a68d82e5c76?mediaType=png,USD,35,10727,2018/09/25 07:00:00Z,2018/09/26 07:00:00Z,ACRONYM,Our Lives Our Vote,,18-28,united states,,,,,,,,,
de8c37acf56586dc7179b225de7257f08d629adbcc479fe7717fdbd95da95e66,https://www.snap.com/political-ads/asset/94a64b2c1466b8d8f94696b5e6e87af74db609f6c6a702c21cea8a3e7ba54c54?mediaType=mp4,EUR,2465,1533551,2018/09/24 02:00:00Z,2018/10/14 09:33:20Z,Dentsu Norge AS,VG,,15+,norway,,,,,,,,,
3fbd407b7112536b5734c37aa4a9211991b3a2c53ee2eb5adf192d0c081fa038,https://www.snap.com/political-ads/asset/7dbb6c557638e0d27e563277d1424f632e913f4e03a26830d834107fd318a8fe?mediaType=mp4,USD,1018,221203,2018/10/24 14:32:39Z,2018/11/07 00:24:36Z,Chakra Strategies,Oregon Life United,,20+,united states,,,,,,,,,
64d906646b616c034c91b69b9e7851944844eb456dd203e1e75c65dff3ebfaa0,https://www.snap.com/political-ads/asset/e56c076291ae8d7b7cbc3f313a432bd7198220724b8e1a704a6e018542f4c21b?mediaType=png,USD,56,11770,2018/09/28 23:10:14Z,2018/10/17 02:00:00Z,Chong and Koster,Voter Participation Center,FEMALE,18+,united states,,,,,,,,,
43cb9bc478db32a4f442a29f949941847c81bf0c5f87dde628754a9d92e64306,https://www.snap.com/political-ads/asset/108fe3903c1b2dfe48a7d9fa34c6f98f44dd4a29bde3baae71dd6a68d82e5c76?mediaType=png,USD,114,35663,2018/09/25 05:00:00Z,2018/09/26 05:00:00Z,ACRONYM,Our Lives Our Vote,,18-28,united states,,,,,,,,,
0185a7ae59778f7f4bdd8d9271c7292749a9b9591121a249a2a3f3de367a1332,https://www.snap.com/political-ads/asset/58320651a7edb1ecb8ec87f9b718100a5966a6497b639fdedf6b3a5e81d80352?mediaType=mp4,EUR,885,498355,2018/08/20 06:56:43Z,2018/11/30 07:48:35Z,Reprise Media,Mejeriforeningen,,20-29,denmark,,,,,,,,,
1aab68b7d5adb527fcbde7b2ebc0efa313ef3a0169d13ce96a688ed90318eeba,https://www.snap.com/political-ads/asset/521f91f2c84daad6f1b26a2738d5b4cbcbeb8b75c4bc28d084bd1378cae354eb?mediaType=mp4,USD,53,15015,2018/09/06 14:34:57Z,2018/10/17 06:30:00Z,Bully Pulpit Interactive,NextGen America,,18-34,united states,,,,,,,,,
93840fce7a8b55ef649cf79a842b16ef94e29bc7be76548db3cf07b3e490612a,https://www.snap.com/political-ads/asset/8545b2d61f37ea7070fd4e5c4d55438dadf5706a3d6ddce918d7c4ccd9462600?mediaType=mp4,USD,867,357845,2018/10/09 15:51:44Z,2018/11/07 03:00:00Z,Penna Powers ,Lieutenant Governor's Office,,18-34,united states,,,,,,,,,
d23062225a1a002dda9804e371b41c13890bd7189aa0e09d88cae531a99cdb86,https://www.snap.com/political-ads/asset/e89238a1cdad0001060f381b73dd3f2342ef7fc47efb3b4ccf0de5b7e1b99ac2?mediaType=mp4,USD,886,78266,2018/10/18 18:19:36Z,2018/11/06 23:00:00Z,Bully Pulpit Interactive,NextGen America,,18-34,united states,,,,,,,,,
146dbba4d1979b873943273f7a76ebbd94e88bd31578fee2f504c066b24de437,https://www.snap.com/political-ads/asset/e884ee7886fea1190f3324cbac2e20d27862623ee7be0a1b4a0402f7551599e3?mediaType=jpg,USD,1822,397479,2018/09/28 21:54:57Z,2018/11/06 23:00:00Z,Blueprint Interactive,AFSCME Nevada,,18+,united states,,,,,,,,,
af0f11b9e7f71f8bff96f9e055d81b6b0d2113e84f419ceae98333933ac67437,https://www.snap.com/political-ads/asset/2c63e124597b1abe236e0da71e8f32fc43c89c4d34ececd6b9e51e906290e676?mediaType=mp4,USD,15147,4255156,2018/10/31 21:12:37Z,2018/11/06 21:08:13Z,"GMMB, Inc",JB for Governor,,18+,united states,,,,,,,,,
888d2dceb824c1a1ea7e768f782cea0baabadb0242f47736a90a6917e7f74bbc,https://www.snap.com/political-ads/asset/7e410190d7ecabb71354b3e5348ec5bd61852b9236c016625135b8e5528e438a?mediaType=mp4,USD,528,47174,2018/10/18 17:48:51Z,2018/11/06 23:00:00Z,Bully Pulpit Interactive,NextGen America,,18-34,united states,,,,,,,,,
f1d0909943c16ea32b16cf5b85867b36947b2b3cafed4b76f8cc3bf146568036,https://www.snap.com/political-ads/asset/073f7f7db330a09e8d9859fde15aadca31dc50d89971aa3a4931b4a6ce72bb60?mediaType=mp4,USD,1299,704800,2018/09/18 13:00:00Z,2018/10/01 06:59:00Z,Amélie Company,CDPHE,,20-,united states,,,,,,,,,
bab8a42a290cfd2ac6bdf43c58db4b03d97155565a09cc0d9e812ead16ac2adb,https://www.snap.com/political-ads/asset/0116b5116ef1488c1b2f5b5fcc111e4d2eab6d75ab3d59ee8ddeaf41990df571?mediaType=mp4,USD,1000,274592,2018/10/11 21:08:12Z,2018/10/18 21:08:12Z,Friends of Jess King,Friends of Jess King,,17+,united states,,,,,,,,,
b8cf2c05f4df1451226c4a1758c21b447c35925ea1218afb6256c89f0f49ea94,https://www.snap.com/political-ads/asset/7140b173d5b34ec5111e42d63210b6849bea600dee1269a2fdc7338a8949b949?mediaType=mp4,USD,23742,3452533,2018/10/25 18:41:21Z,2018/11/06 23:00:00Z,Break Something,Nevada Conservation League PAC,,18+,united states,,,,,,,,,
